id,tweet
1375229131319693316,"china wrings western brands over xinjiang too bad they didn't go with ""mainland stands up to west while taiwan grovels on beef""🤣"
1375228652695130112," hi, i apologise for the tweet 😭 i misunderstood it and thought he was cutting the contract bcs he was in support of the xinjiang people when it is actually the other way round"
1375227149708374017,not just a great #xinjiang video. also a great case study of how media manipulation by western establishment works to manufacture consent.👇 
1375226702847123463, they don’t care what happened in xinjiang. the media’s job is to listen to the government and use cotton as an excuse to slander and attack china’s xinjiang.🙈
1375226359677526020," great, shaun. thank you for speaking up the truth. tell them that all chinese knew that xinjiang is developing and all ethinics are enjoying much better life than those uygher liars outside of china. 🌹🌹"
1375225411626532865,"nonghua fashion editor is prepare a helpful guide for the patriotic shopper! avoid foreign brand discriminating against singing dancing happy cotton harvest in our china's xinjiang, shop our original chinese brand instead! 🥰🇨🇳😎 "
1375225302314532867,the account is sponsored by #maanky 🐵 #btc #bitcoin #eth #forex china is placing sanctions on uk individuals and entities over xinjiang comments 
1375225009015250948,"this is in response to uk’s sanctions of 4 chinese officials involved in xinjiang’s internment policies. “their property in china will be frozen, and chinese citizens and institutions will be prohibited from doing business with them.” full statement👉🏼 "
1375224559666876423,beautiful reaction by chinese peeps against big brand slave labour. cheap at a huge cost. xinjiang so revolting and hopefully just the start. from bangladesh to bradford just not acceptable. makes me want to weep. boohoo...asos😢 #xinjiang #sustainability #circulareconomy
1375224252400537603," xinjiang is really a beautiful place, thank you for loving china, especially xinjiang uyghur culture😁😁 "
1375223945843052544,jackson wang supports xinjiang? as in the muslim c0ncentration c@mps ? and this is why you should never give in your all to these idols 🖐🏾
1375223666762473475,"new accounts dedicated for ""xinjiang cotton"" are popping up ... this account was created in 2009 and has now been re-harnessed for #xinjiangpropaganda 🙄🤔 "
1375221970879410176,"#chinamediacoverage 🔵cca: ""code ordering"" should not become a ""single-choice question"" 🔵beijing plans to invest nearly 1 billion yuan in education aid in xinjiang in 2021 "
1375219960205615104," yeah i definitely didn't read it right 😭😭 i apologise, i am actually in support of the xinjiang people but idk why my brain decided to misread the article's title"
1375219432939778048,"“is there too much money on the table to…do anything about genocide?” american pension funds, university endowments, mutual funds ; bond portfolios are funding companies linked to atrocities in #xinjiang, says . 🔴watch: "
1375218455025160205, you're not from xinjiang either😂
1375217440750252035," maybe you should visit xinjiang one day and see what normal uighurs do everyday. but you wouldn’t believe anyway, just like these reporters, they can’t get in but they can write up those accurate numbers🤔. they believe these prisoners are innocent people while they are terrorist"
1375216775105773568,"the communist party strategy is to use china’s market power as leverage to shut down critics anywhere in the world. the latest include h;m, which criticized forced labor in xinjiang. 🙁 "
1375215465501499392,"“for 76 years following the holocaust, we've said ‘never again.’” now, “it's the test of if we meant it.” former undersecretary of state and former state dep. official on the #uyghurgenocide in #xinjiang 🔴premiere 7pm et: "
1375213780171378690," muji advertises very soft fabric, though i don’t have direct experience with them. they started including “made with xinjiang cotton” in their ads, so thought to give them a plug ☺️ "
1375212367747764225, the west fabricates and spreads lies about xinjiang just to attack china. since when the us cares so much about muslims. muslims were banned from entering the us during trumps admin as far as i remember😪
1375211283943919627," since the cotton industry is almost 100% industrized in northern xinjiang, what the western medias really started was a campian for ""tractor rights"". they must feel bad for their john deere tractors getting ""abused"" there😂😂😂"
1375207446390714372,china hits a few birds with just 1 'shock and awe pr offensive': - debunk the western lies and smear about xinjiang - hurt and divide western companies business with big bad organizations behind them - promote xinjiangs cotton and chinese brands - show beautiful xinjiang girl😃
1375207236662886404,why are people acting like they know wtf going on in china 😂😂 !! #china #chineseidols #xinjiang
1375207065346473985, do your research. no government intervention here! we ban those brand because they don’t speak the truth and we love our country. and you know nothing about xinjiang 👎
1375206301131812866,👀👀👀👀👀 we showed the chinese ambassador to dc some of ’s brilliant reporting into #uygur families being separated in the #xinjiang region of china. the us and other international partners have called chinese policies against the uyghurs a genocide watch:
1375205839296847876, welcome to travel to xinjiang to see if the news is true. 👋👋
1375205776776523776,"🔥 trending 🔥 #baijingting missed his flight back to beijing yesterday due to the termination of contract with converse because of the xinjiang cotton situation. 8 minutes after the speaker's last call of bai jingting's name on the airport, his studio released the announcement. "
1375202644801646592,"chinese celebrities standing up for genocide, slave labor, torture of uyghurs (who are #asians) angelababy and yixing and #mulan liu yifei 👀 #xinjiang #uyghurgenocide #genocide #madeinchina #china #ccpchina "
1375201158923362308,keep alert. don’t become the 🤡 that falls for #ccpchina’s anti-asian propagada machine. the #china govt is very much anti-asian. #uyghurgenocide #uyghur #xinjiang #hongkong #standwithhongkong #standwithhk #asianlivesmatter #asiansarehuman #asians
1375197838330654720, those photos speak for themselves of how xinjiang is like 👍
1375190620428328963, do you speak mandarin chinese? can you understand uyghur language and mandarin chinese? 👇🏼 uyghur ethnic chinese from xinjiang china. 
1375190187102339075," i have cousins in xinjiang in urumqi, they laugh when you talk nonsense about abuses 🤣🤣🤣🤣🤣 #keyboard_warrior "
1375189745324716038, i don’t care about what happened in zimbabwe. that’s your history. i care about xinjiang because we have relatives there . it’s a surprise ; l feel sorry for a brainwashed person like you to talk about things in the area where you ; both western propagandists never visited 🤣🤣
1375189655533010948," if we’re talking about why the false narrative about xinjiang specifically, it’s because xinjiang has resources that the us wants. if we’re talking about us sinophobia, that’s another long discussion lol 😅"
1375189302099861505,the amount of bot accs in the replies pretending like everything’s fine and dandy in xinjiang 🤢
1375185821360345090, the western media tells them that foreigners are not allowed in xinjiang. i guess they also believe that people living in china are also not allowed to go to xinjiang 😂
1375185561208512514, ironic to speak of bush era fearmongering while you parrot state department atrocity propaganda on xinjiang 😂🤣
1375185284569128962, western propaganda on xinjiang is hittimg their companies 🤣🤣🤣
1375184715355934721," no they are not imprisoned. if you don’t trust me, you can go to xinjiang and take a look. it’s safe there😃"
1375184656300183552, 😂😂😂😂why? what is happening in xinjiang?
1375183898062200832,now a slew of chinese celebrities stand up defending xinjiang cotton industry. proud of you all.✊ #supportxinjiangcotton
1375180563087298566, did not harm them? only put them in forced labor camps and gulags in xinjiang 🙄
1375176514656903169," a group of idiot foreigners who can't figure out what kind of xinjiang people in xinjiang dare to ""fill with righteous indignation"" after hearing a bunch of rumors? don't boycott you idiots who boycott?🖕"
1375174666244005892," have you ever been to xinjiang？could you speak base on fact? if not, my friend is in xinjiang. do you want her contact information. to pay attention to the truth☺️"
1375173274380902403, xinjiang was in chinese territory probably before your country existed 😅
1375172959032111105,"🚨alert: we're compiling a list of #forcedlabourfashion cowards! if you have any intel on brands taking down their forced labor statements, or defending #xinjiang cotton, please comment below 👇"
1375172402653577219," but saskia, have you been to xinjiang yourself? where did you get the conclusion of genocide? from 2010 to 2018, xinjiang population increased 3.05 million. we really expect more intellectual level for the european parliament members, otherwise the eu reputation will be ruined🤦🏻‍♂️"
1375170569738588160, then chinese consumers can have products made of xinjiang cotton. the rest of the world does not. and china makes way more cotton than it needs... “arbitrarily took away their options”. 😂😂😂😂 awww...
1375169356527722511,a european company and u.s. trade groups resist #forcedlabor in #xinjiang. the effort triggers a boycott in china. 🔥watch here👉 
1375168754439614470,"the photo appears again in this article from 2014. alas, i don't read chinese. per google translate, it starts by asking ""will these xinjiang cotton farmers launch terrorist attacks?"" 😬 /3 "
1375168554287435776,"“do not interfere in our domestic politics” says china. is hong kong listening? good job, adidas, nike and h;m! hopefully more to come! 👍#nike #china #uyghurgenocide #uyghurs #uyghurforcedlabour #adidas #handm #xinjiang"
1375167227457060865,( 🌺: ooc ) seeing some chinese celebrities doubling down on the xinjiang cotton issue makes me hate them lmfao imagine supporting slave labor and genocide. couldn't be me.
1375165941525270531," that is, what they have tons of chinese earning oils at the buttock 😂 ? to speak against china xinjiang province 😂. burn those oil in that company buttock so they don't open shit in china😂? chinese are very polite to whites ; respect them that is why they misbehave 😂."
1375165922969784323,"#xinjiangcotton i support xinjiang cotton.and i welcome people from world to china，not only xinjiang,but also other areas. you will know a real china which is different from false report from newspaper.i will add some picture to show the xinjiang scenery.😄(picture from wb) "
1375165450930241536," read 👇👇👇 this article highlights the nations which signed a letter to the united nations defending china's treatment of the uyghurs in xinjiang. kenya was among them, the government won't allow it to happen. "
1375164886175518720, cotton forced labor?? when 70% of cotton in xinjiang are harvest by machines? even 90% in northern xinjiang🤦🏽‍♀️🤦🏽‍♀️
1375164069016006656, lmfao they are not silencing thats why they made a choice to cut ties with the brands which is understandable bcs their country is being defame ; xinjiang is reliable to their cotton business but those brands chose to be political now it will only make xinjiang ppl suffer more🤦🏽‍♀️
1375159587104493568,"h;m, nike and adidas will say no to using uighur labor in xinjiang but yes to using south asian women’s labor in sweatshops 🤔🤔 doesn’t add up"
1375159181905326081, you mean the same xinjiang wr local muslim people are called as thieves and murderers. wr locals are living under constant surveillance even need a permit to buy knife and that too is hooked and sealed 😂. wr superior authorities are always han. a giant penitentiary.shame on u!
1375159026439180291, have you ever been to xinjiang? reading fake news online is a way to promote your sense of justice?🤷🏻‍♀️
1375158845002014720,wait i just figured out what's happening with xinjiang issue and yixing... you're not doing the right thing ☹️ but still yeah it is your country and careet after all
1375157743548522498,🛍️china’s top stars sever links with western fashion giants h;m and nike over forced labor claims in the xinjiang uygur autonomous region👇 not signed up for the free email? here 👇 
1375157263879434240,"save uyghur? save your brain first, use your noodles 🧠people are misguided by social medias that r manipulated by interest groups. feel so damn good when u r taking the moral superiority, judging xinjiang without any neutral investigation huh? 🤷‍♀️ "
1375157191662043141," westerners think that china's industrialization poses a threat to them, but they don't believe that in xinjiang, the cultivation has already mechanized. what a contradiction😅"
1375156129106386945,not you lying😭 uyghurs want yall to boycott the xinjiang labours because those are cottons that china take by force. not even dilraba supports uyghurs publicly when shes an uyghur. do you really think that jackson would support uyghurs when hes a pro-ccp? 😭 
1375156043303559190, that video includes reports from uighur muslims openly practicing their religion and culture in the xinjiang autonomous region 😹😹😹😹
1375155853897179138,ehm i’m sure this sounded better in her mind 🤦🏼‍♀️ #china #xinjiang
1375155512078176264,"why this is ok #america, #canada, #eu, #un, #uk ; #australia? why are you muted? why are you staying silent? why you look other way with a blind eye? why you are doing the selective hearing?🤬👎😡 #xinjiang #china #cgtn"
1375151516646924289,do you live in the dinosaur era ？？？ 95% mechanization of cotton picking in xinjiang. people don’t harvest plants by labor. they harvest cotton by machines!🙃🙃🙃🙃🙃🙃#xinjiangcotton 
1375150156123840515," as a public figure, you have no right to remain silence in beijing’s eye. you have to show your support to the chinese government anyway this not only happens in china, but also around the world. very much appreciate to speak up for the people.🙏🏽🙏🏽🙏🏽#xinjiang"
1375149698504269824,mother's day gift ➡t-shirt #mom #mothersday #mothersday2021 #mothersdaygifts #mothersdaygift portland broadway iggy chicago triangle shirtwaist factory mary tyler moore #greekindependenceday #justiceisgray ever given xinjiang #theview
1375148959111479296," its 2021 , there is satellites pictures of jails and chinese government has admitted that the people of turkestan (xinjiang) are held prisoners to development classes ( jails). i think you the one who need to stop lying 🤧🤫"
1375147840046039040,what rage! what reasoning! what diversion tactic! 😂 i have friends from xinjiang 🥴 all the clichés bunched in one😂#averageccpkeyboardwarrior 
1375147617869471746," the most interesting thing is,i have many friends from xinjiang and they have no idea about camps or?,they simply emjoy their everyday lives here or in xinjiang.but westerner would say:you r lying!holy yah westerners know china much better than chinese people do😅 "
1375146780086710278," i have no idea. apparently xinjiang region is the place, since you know its where the uyghur predominantly reside.😎don't act naïve. like any place, even in the u.s. certain races ; ethnic groups live in close areas with their own kind."
1375145992647892993,welcome to xinjiang！！💕💕there are so many delicious foods here🥂big plate chicken（p3） is my favorite🍗 
1375145991716933632, i love this (i hope that this is not america and new photo coming out of xinjiang) 😂😂😂
1375145862515417088, how can you expose your own lies 😂 you dare not face the real xinjiang because it will embarrass you
1375142859507130376," namaste, here is your unroll: recently, the issue of cotton in xinjiang has become a hot topic in… have a good day. 🤖"
1375140090054332425,"""until yesterday, zara’s parent company, inditex, had a statement on its website stating the company’s zero-tolerance policy for forced labor ; that it did not have relationships with any factories in #xinjiang"" 🤷‍♀️so they tolerate forced labor now? #china #asia #uighurgenocide"
1375138643359145989,migrant kids as young as 7 are forced to work in xinjiang cotton farms! 😭 wait! it actually happens in the u.s. can we fix the abuse at home before acting sanctimonious about china? 
1375138405638606850, you seem obsessed with xinjiang. trying to relive some guilt of your notorious history of slavery 👍
1375138246942941193,hongnex - cotton eye joe 🤠🐄👨‍🌾 let's dedicate it to xinjiang cotton industry stakeholders. 
1375138058534797312, you still haven't disputed my tweet. it's factual that ccp pushed its citizens to repeat propaganda in unison. xinjiang cotton is best..repeat repeat repeat. america had black slaves 200 years ago picking cotton by force. xinjiang did it smiling but now they're automated😏
1375138054269140993,#xinjiangcotton xinjiang is forcing these machine to work 8 hours a day to pick cotton. this is totally slavery. machine has feeling too! shout out to unslave our robot friends. 🎣🎣🎣🎣🎣 
1375136266073833476, good job! support xinjiang cotton and our uyghur comrades!👍
1375136263859175427," xinjiang has invited eu envoys to visit xinjiang for many times, but they delayed for various reasons, even made unreasonable demands and refused to visit🤨"
1375136155046383627, did i mention xinjiang or is that the only place you want to dismiss that human rights abuses are happening..🤔🤨
1375136136541052928," evidence2⃣️：in last 10 years, xinjiang uyghur population ⤴️25% , gdp ⤴️150%. the “genocide”accusation is an outright lie of the century,  a major insult on the 1.4 billion chinese people including 25 million xinjiang residents, a shameless betrayal from humanity's morality～"
1375135819606892545," a westerner who has never been to xinjiang, then criticizes xinjiang like a mad dog. 😂😂 it’s okay to take a look at the history, first clarify the massacre of blacks and muslims in the middle east."
1375135646503694336,"xinjiang is more beautiful than you think😘😘😘🥰 this is yili, xinjiang✨💚💚💚💚 "
1375135497626873856, yeah just blame all the shit to ccp you don't need the truth from the real xinjiang people. 😀
1375135341716238341,"these brands are rejecting xinjiang cotton because of the force labour of uighur muslims and so chinese artists are probably being forced by the government to terminate contracts🙃 so instead qrting this and dissing lay cause u ain't getting underwears pics again, +"
1375135231338901504,xinjiang cotton is the best👏🏻👏🏻👍
1375134763028201473, then you have to stay neutral 😅 actually china has invited eu ambassadors many times but they've refused to go to xinjiang. so there are very less independent resources
1375133827555725312, such a traitor! have you ever been to xinjiang or china mainland?🙃
1375133652506542091," ok i’ll go travel to xinjiang rn, interview, and tell you how it goes !!!😆"
1375133337858150400,"japanese firm muji proudly emphasizes products that are made with cotton from xinjiang, china. 👋🏼👋🏼 smart move. "
1375133071326863365," nay that is never protest in tiananmen square that is sabotage of us funded by fbi , cia , ned , ngo agents us. govt is directly involved in china . as they did in hksar , xinjiang , tibet , taiwan strait 😂. but all failed . sabotage was failed never suppress is truth."
1375132729294086149, thousands of km from xinjiang 😂
1375132653070917643," then in mar,2020, the same co-op in yuli, xinjiang, got the ban by email. that announcement was put on website ""7 months later"" and now deleted. contents of details are for ""bci members only"". 🤨 "
1375132148441653249, i am.challenging you to go to xinjiang.....and prove to me from your own eyes that genocide is happening there as well as force labor..interview uyghurs..i can make a bet that you will know that you were foolish believing those lies😂
1375131855452835840,"us government killed muslim in iraq, afganistan, and syria, but they are concern about muslim’s human right in xinjiang. 🤮🤮mind your own business people when hundreds of innocent were killed by gunshot each day and minority are suffering from discrimination 🤫#xinjiang"
1375130974095310849, yup 😂 he successfully promoted xinjiang cotton to the chinese market consisting of 1.4 billion potential buyers
1375130953090129920,"american machines will soon be ""force-labored"" in #xinjiang. 😎"
1375130614849024000,"apparently, someone on fb posted a list of c-celebs that terminated their relationships with the companies (yes regarding that xinjiang cotton case). and the comments under it saying that they’re relieved that their faves aren’t in the list 🤡"
1375130578597519364," alright thank u and plz stop slandering us. if you still doubt it then come to xinjiang and i’ll pay for the trip,to show u the truth that the real media never told u. but if you know the truth and just want to tell lies. then nmsl😁. come on just be a good man."
1375130466450296832,now chinese politicians upped the rhetorical ante as more brands came under fire for refusing to buy #xinjiang cotton over claims of genocide and forced labour in the region. politicians from all sides will use their rhetorics to destroy more businesses and who will suffer? 👉 u
1375129719734030336, i mean the border management of the country is not so simple compared to what people see and you can look at the comparison between xinjiang 50 years ago and now🤔
1375129540578701319,"#我支持新疆棉花 ouyang nana ended her contract with converse .please continue to support the cotton of beautiful xinjiang, supporting our country first.🇨🇳🇨🇳 ❤❤ #歐陽娜娜 #欧阳娜娜 #ouyangnana #nanaouyang "
1375128881254998020, all i cam say is visit xinjiang then come back to me😂😂😂 i pity peiole like you who believes this lies from western medias.
1375128514492473344," what about you go to xinjiang and check, then talk about shit? how do you know their work condition without you actually been there? you are the one who been selective.🤗🤗"
1375128405239345155,"i highlighted where muji explicitly noted sourcing from “xinjiang cotton,” nice 😁 "
1375128337924812810, islamaphobic...go to xinjiang and learn more about the people and their culture and exoerinece xinjiang😂😂 pity you who is being brainwashed by these western lies...
1375128318257811463," to describe the problem of xinjiang. anyway, the terrorist attacks in xinjiang have disappeared in recent years. i am very happy, but the united states is not happy 🧐"
1375127924060254216," @h the total population of xinjiang increased by 13.99% in eight years！but...during the period of black slavery,400000 of the ten million slaves were transported to the colonies in the us!where did the others go??they died on the fucking us ship!where did their bodies go?🦈"
1375127429501620224, lol😂😂😂😂china will not use black slaves to grow cotton like the united states. cotton in xinjiang is operated by modern machines and uavs. do you understand? 
1375127000382238725, islamaphobic? do you even know what that means? that you called me that?...show your evidence that there is genocide happening there!! lol you are clueless about xinjiang😂😂😂
1375125833015263232,👇🏻 the slavery/ genocide in xinjiang and tibet makes china unacceptable to host the olympics 
1375125355720175619,"#xinjiang #xinjiangcotton if your brand can't realistically respect china, please get out of china! ！！mutual respect is the basic principle of doing things. in any country, please learn to be a person first.😅"
1375125141957406721, guess i could never convince you😄the only thing i suggest is that you can ask the local people there or come to xinjiang by yourself to find your answers instead of receiving news from your “free press”.
1375124855138385920,support xinjiang cotton✊
1375124758136680453, 🤣🤣🤣🤣🤣🤣 all the dynastic wars in china great leap backwards 50 million death cultural revolution tiananmen tibet xinjiang you guys outdid stalin and hitler wish! 
1375124699634536449,"look , bci made a u-turn. it's as good as calling you clueless, and even a liar too. ⚠️ turning point bettercotton org released an announcement march 1 on the xinjiang issue, said they found no forced labour issues in xinjiang since 2012. "
1375124600120471554," china propaganda ?,lol you just saw a video from xinjiang ; u refuse to believe it? u think u know better than chinese peoole like jackson..why dont you go to xinjiang yourself? because you are brainwashed by the western even call this video a propaganda😂"
1375124283324657665, i just want to emphasize that mianhua=mh we support xinjiang cotton (mianhua) ~~ we refuse to be ridiculous (huangmiu) h;m😂
1375123417406472194,sad (but not surprising) to see these chinese stars stand with a genocidal regime instead of championing freedom and human rights in xinjiang and across china 😔 better for these global brands that they do break off relations
1375123167845433348,sportswear giant quits so it can still to source #cotton in #xinjiang a post today from fellow bci member #asics on china social media #weibo also commits to xinjiang. 👇 
1375123128309927939,let's visit #xinjiang 😍😍😍😍 
1375122209426055168, always support jackson💙 we invite those people who misunderstand people's live in xinjiang to visit xinjiang. then you will find the truth is not same as what western media reports.
1375122108569710592, every chinese with conscience should support xinjiang cotton! nothing matters in front of national dignity!😠
1375121233646297088, #ccpchina is killing in #xinjiang . they built the concentration camp. don’t just focus on money 💰 remember they are also human. #humanrights #ccp_is_terrorist
1375119977846562828,"human rights x capitalism. fight! 🥊 ""after h;m, nike and adidas come under fire on chinese social media over xinjiang"" "
1375119772078252034, you're right. only what you see with your own eyes is the truth!!! so shouldn't listen to the reports of the foreign media if you haven't been to xinjiang!!!🙃 i wish all the people in the world could be as rational as you😭😭😭
1375119483203948546,news headlines on our #topoftheworld 🌎 newsletter 🇩🇪merkel reverses plan for easter lockdown 🇨🇳apparel brands feeling the heat after speaking out against human rights abuses in xinjiang 🇺🇸vp kamala harris tapped to tackle migration at us-mexico border 
1375118761049661440, are these made by your uyghur slaves in the xinjiang chinese province? stay woke nike 👎 #corporatecommunist
1375118690497204226,it's o'clock! tune in - i'll be talking to in the next hour about the backlash in #china to multiple foreign brands over statements they've made on xinjiang cotton ! 📻 
1375117841054240768,nike should just apologize and pay xinjiang. we need nike in our lives. 😭
1375117428150038534,"after some reading, i can only say the issue of xinjiang's cotton forced labour is kinda ridiculous. anyhow, i don't think it will affect either sides. let's just wait and see how long do the boycotts going to last though 😅😅 there's a large number of brands."
1375116766221754368,"an article called ""economic and political motives behind the american incitement to xinjiang""（美国煽动新疆问题背后的经济和政治动机) ➡️ ⬇️here is the translate⬇️ 1/ china's cotton production ranks 1st in the world, india is the 2nd, and the us is the 3rd. "
1375116311701884929,"not good for business... ⚡️ “after h;m, nike and adidas come under fire on chinese social media over xinjiang” by "
1375115624922292225,"almost 20% of world cotton is sourced from xinjiang. very soon in future, china may start imposing sanction on country too 🤷🏽‍♂️"
1375115498900189192," have you boycotted xinjiang's cotton? if resistance is over, i will buy it now😂"
1375115475374465025,210325 weibo ding yuxi reposted a weibo update from the people’s daily [i support this! # i support xinjiang cotton# ❤️] #dingyuxi #ryanding #丁禹兮 #정우혜 #ติงอวี่ซี 
1375115475374379009, knowing of the lamb skewers in xinjiang. i wish xinjiang was that close to hong kong……🤤
1375114313480822788, yes and watch independent vloggers who have visited xinjiang...i hope you dont get your information from.the likes of bbc😂
1375114073029890052,"i wonder if, one day, h;m, nike and adidas will stand together with people in xinjiang, to sue and for their fake allegations? 🤔 social political pressures forced those stupid companies to make ""annoncement"" and lead them to big failure on chinese market."
1375113999201669122," i'm sorry that my relatives just returned from xinjiang, it is super beautiful and safe, and i am a minority! china has always taken care of us!🤣🤣 "
1375113607818604552,forced labour in xinjiang #cotton fields ? the cotton fields are using machines to harvest ! 😂🤣😅 uyghur genocide ? when the population is actually growing every year ! 🤣🤣😂 #uyghurgenocide #forcedlabour #uspropaganda #lies #fakenews #texas #hm #california #africa 
1375113513618771974," ""agriculture in xinjiang--better than jim crow!"" 🤦‍♂️"
1375113128183222273,⛔️ xinjiang cotton uproar continues as chinese celebrities disassociate with global brands #china #xinjiang #nike 
1375112963451981824," h;m new statement on the xinjiang issue is the same they used back in the day ""yes you see, it's not *us* but our suppliers actually"" common man, who are you kidding? you could fix this issue in two minutes and it wouldn't cost you extra 😂😂 "
1375112951884046336,"#ludemedia 🔥mar 24 eve ▶️ep consider w/h support to the 🇪🇺-🇨🇳 trade deal ▶️sec started enforcing the hfcaa, 🇨🇳 comps feared to be delisted from the 🇺🇸market ▶️pelosi supports int'l sanctions on 🇨🇳 for crimes in xinjiang ▶️nike confirms it doesn’t source products from xinjiang "
1375112488144891905," first make up a lie about xinjiang, and then use the lie as an excuse to impose sanctions. are you not disgusting?🤮🤮🤮🤮🤮"
1375111440139345921," here is a link to the real xinjiang. (and i’m chinese, and one of my friends actually has uighur friends in college and she says all her uighur friends are saying that people do use machines in cotton fields. some ppl don’t believe me cuz i’m chinese🤷🏻‍♀️) "
1375111401707073546, because ck rude xinjiang 🤮
1375111303040094214," the report on xinjiang is evidence, and there are people to prove it. are those so-called weil people the lackeys of ccp? so many countries’ opposition to ccp human rights 👎, haven’t you seen it 🤮🤮🤮"
1375109775558467585,#supportxinjiangcotton another happy cotton picker from xinjiang 😃 
1375109362432282630,"for those westerners who really support #xinjiang #uyghurs , i happen to have several classmates and friends from xinjiang, why just transfer money to them directly? those interested, let me know, i have their bank accounts. will you?🤣"
1375108639678074881," if you really care about urghurs, why not have a field trip to xinjiang. welcome😁"
1375108201574699019,".@globaltimesnews am i missing something, today, i see lots of tweets from chinese media about #xinjiang, hope everything is fine with #ccp 🤔"
1375107718797688841," 🤔 ummmmmm i think this is very strange because those corporates have been stopped sourcing cotton from xinjiang since last year, and suddenly sb talked about it and escalated it to diplomatic issue 🌚🤷🏻‍♀️"
1375107476513812491, we need to be sentimental! we should all wear a cotton flower pin from xinjiang to show our solidarity ❤💙. just like british wear poppy for their fallen. we wear cotton flower to show our pride and contentment.
1375107472965390339,they boycotting nike and h;m in china cuz they refuse to use xinjiang cotton that is likely to be from forced labor of uighurs as if they aint gonna go back to buying it the next day 😭😂 they so damn sensitive i stg
1375106748407758848,"there is no force labor in #xinjiang, china has the hugest labor resources in the world, we don’t need to force anybody to work🙄.i don’t like any brand flatter you to make your money then slander behind your back.i love xinjiang,the force labor thing is gossip without substance."
1375106209523585033,chinese celebrities cut ties with major retail brands over the xinjiang cotton concerns read more (click)🔽 
1375106064660713476, the majority of xinjiang cotton is handpicked but you guys are brainwashed so 🤦🏻‍♀️🤷🏻‍♀️
1375106046793031680,"“authorities in xinjiang have detained hundreds of thousands of people from muslim ethnic minorities, including the uyghurs.” and their cotton is from forced labor? buh-bye #china 👋 china urges boycott of h;m : npr "
1375105763526520833," can’t believe you also believe these lies about xinjiang are true, msm lies about andrew yang, and they lie about xinjiang in the same way😰"
1375105311892107269, hahaha u can’t even spell her ethnicity yet want to comment. it’s uyghur. urumqi is capital of xinjiang. send my regards to your rohingya brothers n sisters. have u help them? 😁
1375105069696303107,congratulation to and to taking their responsibilities and stopping using cotton from #xinjiang where the uighur people are imprisoned and enslaved. we fully support your human and responsible approach! 🏳 ✊🏻 #xinjiangcotton #china #humanrights
1375105014411096070, i love xinjiang 🇨🇳❤️
1375104729018081280, i’m sorry if i may wrong... do you h;m just take back the xinjiang labour cotton statement? u still prefer the dirty money from ccp? 🤮
1375104658667151363,in this week's china direct newsletter: 💥 inside the brussels-beijing blowup. ⛔ revenge boycott over xinjiang cotton bans. 🎓 academics under attack. read it all — and much more — here: 
1375104487031988229,"chinese call for nike boycott over xinjiang statement, burn shoes $nke cnbc's eunice yoon reports on the call for a nike boycott in china over forced labor and some are burning shoes. watch it here 👀 "
1375103905915305984,brb crying bc that means we wont be getting new youth with you episodes until this whole adidas-xinjiang cotton issue is resolved 🤧
1375103620178305027, let's not complicate the matter. 😅 this is about the xinjiang cotton issue. almost every artistes involved with the affected brands are announcing endorsement terminations on weibo. there're over 30+ artistes (and even major online game firms) making such announcements today.
1375102458779758592," haha, you are so innocent.🤣 why not come to xinjiang and have a investigation instead of talking these nonsense?"
1375101681998962693,#stopasianhate #covidー19 #covid19 #afghanistan #iraq #syria #xinjiang #usa #america please stop asian hate，virusa🇺🇸😭 begging🙏 we wanna being alive🙆‍♂️ 
1375101369342910466,"nike, h;m face china fury over xinjiang cotton 'concerns' 🤔 hummm ⁦⁩ ⁦⁩ ⁦⁩ "
1375100734585331726,"last october, h;m said they would no longer source cotton from xinjiang due to forced labour concerns. after this statement was uploaded to chinese social media, calls for a boycott began to trend. 👉 "
1375100267406974985,nike stock 📉 after the company publicly voices concern over human rights violations in xinjiang. 
1375098995622600712, the great old america did it to black slaves ➡️ the greater new america thinks china is doing that to uyghurs in xinjiang. that’s the point
1375098600896651269, i want to know something about the xinjiang cotton😬
1375098584291500043,how did adidas say they won’t hire xinjiang people but have dlrb as their ambassador💀✋
1375098412748578816," nike, h;m and so on, they boycott xinjiang cotton as it is not picked by hand by black ppl😆"
1375098265981476868,"tell you a joke: us really cares a lot about human rights, from iraq, syria, afuganistan, xinjiang, black lives, to asian americans, etc., pure love🤭"
1375098025849319425, the forced labor lie is so funny🤣 don’t they know cotton in xinjiang are picked by machine? ok you may say the machines are forced👏
1375097860673347591," bbc: forced labor! (take out photos and videos) - yes! boycott xinjiang products! ccp: hello, this is not the case. (take out photos and videos) -lie! falsify evidence! uyghur and han people: you haven’t come to visit... -wu mao shut up! 😅"
1375097369700794368, many chinese people come twitter to say that their friends from xinjiang are happy. you:chinese bot 🤖.
1375097201836187662,us cotton 🆚 xinjiang cotton who is forced labor ？ 
1375096368650391558," true, they did the same in venezuela too. good point. plus, us already has a base in afghanistan too, which is next to xinjiang border, which makes it easy to flood xinjiang with weapons, materials for explosives. 🇨🇳 knows this already, ; have all bases covered. don't worry. 👍"
1375095881599385601," great job many big brands! supporting #cotton in #xinjiang equals to standing for #xinjianggenocide , which many celebrities in #hongkong are doing so 😤"
1375095436705460243,"today at 8pm:🎯the ccp’s uyghur genocide ; how we stop them (on ) i'm hosting , , , , , w/ in the respondent club. we talk solutions for xinjiang ; beyond. "
