id,tweet,name,cotton,genocide,camps,olympics,sterilizations,humanright,muslim,faith,language
244,@OfwonoOpondo: The United States' continued attempts to intervene in Xinjiang affairs is a display of double standards.    @XHNews  ,Chinese Embassy in Uganda,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,...Lies repeated a thousand times are still lies. The purpose to hold the press conference ⬇️ on Xinjiang issues is to expose lies and tell the truth about Xinjiang to everyone.     ,Chinese Embassy in Uganda,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,"The so called Xinjiang-related issues are not at all about ethnicity, religion, or human rights, instead they are about anti-violence, anti-terrorism, anti-separatism and deradicalization...",Chinese Embassy in Uganda,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,Here are the facts on Muslims in Xinjiang against the disinformation disseminated by the US.    ,Chinese Embassy in Uganda,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
248,21st Press Conference by Xinjiang Uygur Autonomous Region on Xinjiang-related issues in Beijing  ,Chinese Embassy in Malawi,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,21st Press Conference by Xinjiang Uygur Autonomous Region on Xinjiang-related issues in Beijing  ,中国驻加纳大使馆 Chinese Embassy in Ghana,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,Magnificent scenery of Sayram Lake in NW #China's #Xinjiang. Images via @CGTNOfficial  ,Generalkonsul Zhao Qinghua,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,Facts about #Xinjiang👇    ,Generalkonsul Zhao Qinghua,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,"#ZhaoLijian: Xinjiang-related issues are not #humanrights issues, but about countering violent terrorism, radicalization&amp;separatism. The joint statement made by Cuba on behalf of 64 countries at #UNHumanRightsCouncil to support China shows which side enjoys the support of people.  ",Ambassador Deng Xijun,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,"Enterprises &amp;residents in #China's #Xinjiang #Uyghur Autonomous Region have filed a civil lawsuit against #AdrianZenz, a #German researcher, claiming that he was spreading rumors about ''forced labor'' that has damaged their reputation &amp;caused economic losses.  ",Ambassador Deng Xijun,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,"#Xinjiang's economy expanded 3.4% y-o-y in 2020, 1.1 percentage points higher than the national economic growth. A group of combo photos show people's better life in Xinjiang they have built for themselves.  ",Ambassador Deng Xijun,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
255,Pic 1. #Uyghur people in #Xinjiang as seen by general public in their daily lives; Pic 2. Uyghur people in Xinjiang portrayed by the West media amid their intensifying slanders against #China.  ,Ambassador Deng Xijun,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,The beautiful Kanas Lake is one of the most famous scenary spots in #Xinjiang #Uyghur Autonomous Region. Its beauty &amp;mysterious folk tales attract many domestic &amp;foreign tourists every year.  ,Ambassador Deng Xijun,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,"#WangWenbin: We welcome #UN High Commissioner for Human Rights to visit #Xinjiang, but the purpose of the visit should be to promote exchanges and cooperation, not to carry out some kind of ""investigation"" with #China already being convicted as ""guilty"".  ",Ambassador Deng Xijun,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
258,"The so-called ''genocide'' in #Xinjiang is the biggest lie of century fabricated by the few #US politicians. #MeToo, #BlackLivesMatter, racial discrimination &amp; #LawEnforcement brutality happen one after another in the US. A long way to go for the US to be a #HumanRights lecturer.  ",Ambassador Deng Xijun,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
259,Why is the #US obsessed with smearing #Xinjiang through gimmicks?  -to hinder #China's dvlpment under the guise of ''human rights''; -to discredit #CPC &amp;China by hijacking int'l law.  A worth-reading article by @globaltimesnews.  ,Ambassador Deng Xijun,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,Facts &amp; figures about #Xinjiang #Uygur Autonomous Region of #China:  ,Ambassador Deng Xijun,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,"#WangWenbin: US independent news website The Greyzone's article on 18th Feb reveals how US government's accusation of China's ""genocide"" relied on data abuse&amp;baseless claims and ""Chinese government committed genocide against ethnic monorities in #Xinjiang"" is an utter lie.  ",Ambassador Deng Xijun,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
262,"While the temperature in most parts of #China signals the arrival of vigorous #spring, Hemu Town is still harbored in the winter coldness in NW China's #Xinjiang #Uyghur Autonomous Region.  ",Ambassador Deng Xijun,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
263,"#YangJieChi said the #US should strictly abide by the 1-China principle &amp;3 Sino-US joint communiques. #HongKong, #Xinjiang &amp; #Tibet-related affairs are all China's internal affairs &amp;allow no interference from any external forces. Any attempt to slander &amp;smear China won't succeed.",Ambassador Deng Xijun,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,#Xinjiang is a wonderful place where 56 ethnic groups are tightly united as seeds within a pomegranate fruit as they work together for a better life.  ,Ambassador Deng Xijun,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
265,"#WangWenbin: Some people seem to believe that whatever #BBC airs is true, while if something happens in #Xinjiang, it must inevitably be bad. This is blinding bias in its worst manifestation that runs counter to facts and truth.  ",Ambassador Deng Xijun,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,Facts check: Lies on #Xinjiang-related issues versus the truth.    ,Ambassador Deng Xijun,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
267,"Authorities in #Xinjiang's #Altay have been training villagers' vocational skills in the slack winter. They adopted a ''company+order'' mode to ensure product marketability, to diversify villagers' income sources, &amp;to consolidate poverty alleviation outcomes.  ",Ambassador Deng Xijun,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,"#Xinjiang will further bolster its tourism industry and endeavor to attract 200 mln+ tourists in 2021, 400 mln+ domestic and international tourists in 2025. In 2020, #Xinjiang welcomed 158 mln + tourists despite #COVID19.  ",Ambassador Deng Xijun,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,"I just held a press conference&amp;answered questions about Pres #Xi’s speech at #WEF Davos , multilateralism, 30th anniv of China-ASEAN relations, #SouthChinaSea &amp; #CoastGuardlaw, China-ASEAN trade, RECP, 100th anniv of CPC &amp; #Xinjiang. Here's the recording:    ",Ambassador Deng Xijun,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
270,"The digital economy in #China's #Xinjiang #Uyghur Autonomous Region registered 10% growth year on year in 2020, contributing 26% to the region's annual #GDP. The growth was mainly driven by the construction of new #infrastructure projects.  ",Ambassador Deng Xijun,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
271,"The #GDP of #China's #Xinjiang #Uyghur Autonomous Region grew 3.4% YoY to 1.38 tln RMB(213 bln US$) in 2020. Rural residents enjoyed steady income growth as the region's anti-poverty campaign bore fruit. Their per capita disposable income reached 14,056 RMB(2,169 US$), up 5% YoY.  ",Ambassador Deng Xijun,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,"The #digitaleconomy in #Xinjiang Uygur Autonomous Region registered a 10% growth year on year in 2020, contributing 26% to the region's annual gross domestic product (#GDP).  ",Ambassador Deng Xijun,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
273,"Fascinating! Bayinbuluke Grassland is located in China’s NW #Xinjiang Uygur Autonomous Region. Covered with snow, the grassland was transformed into a winter wonderland!  ",Ambassador Deng Xijun,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
274,The main progress achieved in #Xinjiang by the end of 2020: --No single case of terrorism in the past 4 years; --9.1% annual growth of per capita disposable income; --Over 3 million people lifted out of poverty.  ,Ambassador Deng Xijun,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
275,China rubbishes Western charges of human rights violations in Xinjiang  ,ChinaConsulateDubai,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,Fact Check: Lies on Xinjiang-related issues versus the truth Full text:  ,Chinese Embassy in Liberia,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
277,21st Press Conference by Xinjiang Uygur Autonomous Region on Xinjiang-related issues in Beijing.  Full text:    ,Chinese Embassy in Liberia,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,The 4th Press conference by Xinjiang Uygur Autonomous Region on Xinjiang-related Issues in Beijing    ,Wang Yu 王愚,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
279,"The UAE ambassador to China @aalyabhouni: Xinjiang has witnessed a state of stability during the last four years, which is comforting not only for Xinjiang people but for all Chinese citizens.  ",Wang Yu 王愚,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
280,The 24-year-old Alim runs a rotisserie in Xinjiang. He said he has his secret for the good business.    ,Wang Yu 王愚,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
281,Here are the facts about Xinjiang ➡️    ,Wang Yu 王愚,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,"China's #Xinjiang is a land of vast territory, a land of peace &amp; harmony, and a land of prosperity &amp; progress.",Chinese Embassy in Tanzania,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
283,Some anti-China forces in the West have concocted &amp; disseminated plenty of false information about China’s Xinjiang Uygur Autonomous Region. These facts are the most powerful tool to debunk lies on Xinjiang.    ,Chinese Embassy in Tanzania,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
284,"To build a big bridge in this complex terrain is a daunting task. However, for the benefits of the people in #Xinjiang, #China's central government has rendered strong policy support &amp; made tremendous efforts to complete such tasks.",Chinese Embassy in Tanzania,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
285,Lies about #mosques being demolished in #Xinjiang debunked.,Chinese Embassy in UK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,The allegation of “#Xinjiang #genocide” is a “lie of the century”.,Chinese Embassy in UK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,The joint statement of the 64 countries gives full expression to the just position of the majority of the international community: #Xinjiang is an inseparable part of China. Stop interfering in China's internal affairs by manipulating Xinjiang related issues.,Chinese Embassy in UK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
288,"In the past 40 years and more, the Uyghur population in Xinjiang doubled from 5.55 to over 12 mln. The Chinese govt protects traditional culture and religion, and ensures economic development and social stability in Xinjiang. There is no such thing as “genocide”.",Chinese Embassy in UK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
289,"On 11 March, Charge d'Affaires Yang Xiaoguang gave a live interview to Nick Robinson with BBC Radio 4’s Today programme &amp; stated China’s position on the decision of the NPC on improving the electoral system of the HKSAR, and Xinjiang related issues.     ",Chinese Embassy in UK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
290,The mayor of Urumqi explains how China’s #Xinjiang is misunderstood.,Chinese Embassy in UK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
291,"Minister Ma also explained China’s Covid-19 response, economic development, diplomatic policies, facts about Xinjiang, the implementation of the National Security Law for Hong Kong and the NPC’s draft decision on improving the electoral system of Hong Kong.  ",Chinese Embassy in UK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
292,"During Ramadan, it is entirely up to Muslims themselves to decide whether or not to fast, while local governments in Xinjiang make every effort to ensure market supply and security during Eid al-Fitr and other religious festivals.",Chinese Embassy in UK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
293,"Fact check: Muslims in Xinjiang practice regular religious activities like fasting &amp; Islamic festivals in mosques &amp; homes in accordance with Islamic teachings, canons &amp; traditional customs. Such activities are totally of their free will without any interference or restriction.",Chinese Embassy in UK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,#Lies vs. the truth - Part XXIV Lie No 24: Xinjiang bans fasting of Muslims.  ,Chinese Embassy in UK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
295,"There are ten religious colleges and schools in the region, namely, the Xinjiang Islamic Institute, its eight branches in places like Kashgar, Hotan and Ili, and the Xinjiang Islamic School.",Chinese Embassy in UK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,"#Lies vs. the truth - Part XXIII Lie No 23: Xinjiang ""persecutes"" religious personnel. Fact check: The teaching and training of clerical personnel has been strengthened in Xinjiang.  ",Chinese Embassy in UK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,Fact check: The number of mosques in Xinjiang can fully meet regular religious needs of Islam believers. Local governments in Xinjiang have made continuous efforts to improve public services for mosques in the region.,Chinese Embassy in UK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,#Lies vs. the truth - Part XXII Lie No 22: Xinjiang has demolished a large number of mosques.  ,Chinese Embassy in UK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,"The regional government has provided services in entry and exit, medical care, catering, etc. to ensure Muslims of all ethnic groups in Xinjiang can complete pilgrimage in a safe and orderly manner.",Chinese Embassy in UK,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
300,"Since 1996, Xinjiang has made arrangements of charter flights for local Muslims to pay pilgrimage every year, except for 2020 due to Covid-19.",Chinese Embassy in UK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,Fact check: It has been a basic policy of the Chinese government to respect &amp; protect people’s freedom of religion as stipulated in Article 36 of China’s Constitution. This constitutional principle has been fully implemented in Xinjiang.,Chinese Embassy in UK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,#Lies vs. the truth - Part XXI Lie No 21: Xinjiang suppresses Islam &amp; freedom of religious belief.  ,Chinese Embassy in UK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
303,"Fact check: China welcomes the United Nations High Commissioner for Human Rights Michelle Bachelet to visit China and the Xinjiang Uygur Autonomous Region, and has maintained close communication with the United Nations.",Chinese Embassy in UK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
304,#Lies vs. the truth - Part XX Lie No 20: The United Nations High Commissioner for Human Rights will be restricted from visiting Xinjiang.  ,Chinese Embassy in UK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
305,"-- From Sept 3 to 7, 2019, NBC reporters were in Xinjiang for reporting.  -- In December 2020, BBC reporters went to Kuqa County and other places in Xinjiang for reporting.",Chinese Embassy in UK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,"-- Since the end of 2018, more than 1,200 people from over 100 countries &amp; regions, including officials from intl organizations, diplomats, journalists &amp; religious leaders, have visited Xinjiang.",Chinese Embassy in UK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
307,There is no such thing as the Chinese government prohibiting foreign journalists from visiting Xinjiang for news coverage.,Chinese Embassy in UK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
308,"Fact check: Xinjiang is open to the world. According to regulations on news coverage by permanent offices of foreign media organizations &amp; journalists of China, foreign journalists can cover news in Xinjiang as long as they abide by Chinese laws &amp; go through relevant procedures.",Chinese Embassy in UK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,#Lies vs. the truth - Part XIX Lie No 19: The Chinese government bans foreign journalists from going to Xinjiang for reporting.  ,Chinese Embassy in UK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,Applications of Chinese citizens from Xinjiang for the renewal or replacement of passports at Chinese embassies and consulates have been accepted and approved after being examined their compliance with relevant laws.,Chinese Embassy in UK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,"Fact check: In accordance with the law, Xinjiang has installed cameras in urban and rural public areas, on major roads, traffic intersections and in other public places in order to improve social governance and prevent and fight crimes.",Chinese Embassy in UK,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
312,"#Lies vs. the truth - Part XVII Lie No 17: Xinjiang monitors Uygur Muslims through ubiquitous cameras, mobile phone apps, the internet and other high-tech means.  ",Chinese Embassy in UK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,Embassy Spokesperson: History tells the truth. Xinjiang has never been East Turkistan.    ,Chinese Embassy in UK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,"Fact check: Xinjiang has carried out ""ethnic unity campaign"" and solidarity activities since 2016, whereby more than 1.1 mln officials and workers of various ethnic groups have paired up with 1.6 mln people of various ethnic groups.",Chinese Embassy in UK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
315,Follow us and watch “True stories from Xinjiang” Episode 5: a land blessed with abundance of nature    ,Chinese Embassy in UK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
316,"Counter-terrorism actions in Xinjiang have protected the right to life, right to health, right to development, and other basic rights of people of all ethnic groups in the region. There has not been a single violent terrorist case for more than 4 consecutive years.",Chinese Embassy in UK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,"In its campaign against terrorism, Xinjiang upheld the principle of not linking terrorism with any region, ethnic group or religion. It fought the violent and terrorist activities that undermined human rights, public security and ethnic unity, and attempted at secession.",Chinese Embassy in UK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,"In response to demand of people of all ethnic groups in Xinjiang to fight terrorism and in line with documents such as UN Global Counter-Terrorism Strategy, Xinjiang has taken strong actions against terrorism in accordance with laws &amp; regulations of the country and region.",Chinese Embassy in UK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,"These atrocities led to deaths of innocent civilians &amp; police officers, resulted in immeasurable property losses &amp; inflicted untold suffering on people of all ethnic groups in Xinjiang. The severe &amp; complicated situation in the region caused an outcry from the public.",Chinese Embassy in UK,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
320,"#Lies vs. the truth - Part XV Lie No 15: Xinjiang suppresses ethnic minorities under the pretext of fighting terrorism.  Fact check: Statistics show that from 1990 to 2016, ethnic separatists, religious extremists &amp; violent terrorists conducted several thousand terrorist actions.  ",Chinese Embassy in UK,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
321,Chinese Embassy Spokesperson sent a letter to The Economist on the latter’s untrue story about Xinjiang. Here is the full text of the letter:    ,Chinese Embassy in UK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
322,Follow us and watch “True stories from Xinjiang” Episode 4: The hostess of a healthcare center–Rahile    ,Chinese Embassy in UK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
323,"Primary and secondary education in Xinjiang is conducted in 7 languages. At present, preschools and primary and secondary schools in Xinjiang use the national standard spoken and written language as well as students’ own ethnic languages as the medium for teaching and learning.",Chinese Embassy in UK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
324,"While promoting education in the standard spoken and written Chinese language, schools in Xinjiang offers courses in the spoken and written languages of ethnic minority groups in accordance with the national curriculum plan for primary and secondary schools.",Chinese Embassy in UK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
325,#Lies vs. the truth - Part XIV Lie No 14: Xinjiang has banned ethnic minority students from using their own languages and closed schools of the Uygur language.  ,Chinese Embassy in UK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
326,Follow us and watch “True stories from Xinjiang” Episode 3: A diligent auto repair woman    ,Chinese Embassy in UK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
327,Boarding schools in Xinjiang are not different in nature from those in other parts of China or the rest of the world.,Chinese Embassy in UK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
328,"Boarding schools provide an effective way to accelerate education modernization, facilitate targeted poverty alleviation and promote exchanges among various ethnic groups in Xinjiang. This enjoys the support of the parents of students of all ethnic groups.",Chinese Embassy in UK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,"To solve this problem, Xinjiang built 400 primary &amp; secondary boarding schools as early as in the 1980s. In recent years, more boarding schools have been built under well-thought-out plans in strict compliance with construction standards to provide study &amp; living facilities.",Chinese Embassy in UK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
330,"Xinjiang is a vast region with villages and towns far away from one another, making it difficult for some students to go to school and get quality education. It was a heavy burden for parents to transport their children to and from schools.",Chinese Embassy in UK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
331,"#Lies vs. the truth - Part XIII Lie No 13: The Chinese government sends children of ethnic minorities in Xinjiang to boarding schools and ""forces"" them to be separated from their parents.  ",Chinese Embassy in UK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
332,Follow us and watch “True stories from Xinjiang” Episode 2: Pamir bride and painter Yan Yaya    ,Chinese Embassy in UK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
333,Follow us and watch “True stories from Xinjiang” Episode 1: My Little Angels    ,Chinese Embassy in UK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,#Lies vs. the truth - Part XII Lie No 12: Some places in Xinjiang destroyed graveyards of ethnic minority groups. Fact check: Xinjiang has always respected the funeral and burial customs of ethnic minorities and formulated regulations and policies to protect their relevant rights  ,Chinese Embassy in UK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
335,"Primary and secondary schools in Xinjiang offer courses in Uygur, Kazak, Kirgiz, Mongolian and Xibe languages. The RMB currency is printed in Chinese, Mongolian, Tibetan, Uyghur and Zhuang languages.",Chinese Embassy in UK,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
336,"Ten spoken and written languages are used among the people of ethnic groups in Xinjiang. Languages of ethnic minorities are widely applied in the judiciary, administration, education, press and publishing, radio and television, and on the Internet.",Chinese Embassy in UK,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
337,"Traditional cultural events, such as Uygur ""Meshrep,"" Kazak ""Aytes,"" Kirgiz ""Kobuz Ballad Singing Fair,"" Mongolian ""Nadam Fair,"" and Xibe ""West Moving Festival"" have been well preserved and widely carried out in Xinjiang.",Chinese Embassy in UK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,"Fact check: All ethnic groups in Xinjiang enjoy full freedom to preserve or reform their customs. China’s Constitution and laws are strictly abided by, and great importance is given to protecting and developing the tradition &amp; culture of all ethnic groups in Xinjiang.",Chinese Embassy in UK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
339,#Lies vs. the truth - Part XI Lie No 11: Xinjiang adopts an assimilation policy towards ethnic minorities in an attempt to systematically eliminate the Uygur culture.  ,Chinese Embassy in UK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
340,"In recent years, cotton production in Xinjiang has been highly mechanized. Even in the busy harvesting season, there is no need for a large number of cotton pickers.",Chinese Embassy in UK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
341,"These migrant workers from both Xinjiang and other places of China went for cotton picking on a voluntary basis, and were paid up to 10,000 yuan a month.",Chinese Embassy in UK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
342,"Fact check: A few years ago, when the cotton harvesting season came in autumn, many migrant workers from Henan, Sichuan and other places would travel to Xinjiang by train to pick cotton. They were joined by local cotton pickers of various ethnic groups.",Chinese Embassy in UK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
343,"#Lies vs. the truth - Part X Lie No 10: Xinjiang forced a large number of Uygurs to pick cotton, contaminating the global supply chain.  ",Chinese Embassy in UK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
344,"Customs, language and religious belief of those working outside Xinjiang have been fully guaranteed. Many of them earn an annual income of 45,000 RMB yuan, several times higher than that in their hometowns.",Chinese Embassy in UK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
345,"Since 2018, 151,000 people have found jobs outside their hometowns, mostly in areas within Xinjiang. About 14,700 of them get jobs outside the region with the help of fellow villagers and relatives, or through human resources agencies.",Chinese Embassy in UK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
346,"Such measures guarantee people’s right to work and have helped people of all ethnic groups in Xinjiang to find jobs, get rid of poverty and lead a fulfilling life.",Chinese Embassy in UK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
347,"These measures included creating jobs locally, and help people find work in other areas in Xinjiang or other provinces and cities paired up with Xinjiang to assist the region’s development.",Chinese Embassy in UK,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
348,"Southern Xinjiang used to be an underdeveloped area where many suffered from poverty due to lack of jobs. Based on realities and with full respect for personal will and actual needs, local governments at all levels took active measures to help people who want to work.",Chinese Embassy in UK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
349,"#Lies vs. the truth - Part IX Lie No. 9: China systematically transferred 80,000 Uygurs out of Xinjiang to factories in other provinces, imposing ""forced labor"". Fact check: The govt of Xinjiang Uygur Autonomous Region promotes employment with a strong sense of responsibility.  ",Chinese Embassy in UK,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
350,"These measures were widely supported by the people of different ethnic groups in Xinjiang. As of 4 Feb 2021, all 826 confirmed COVID-19 cases in Xinjiang were discharged from hospital after treatment, without a single death.",Chinese Embassy in UK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,"With support of expert team under the joint prevention and control mechanism of the central government, local government of Xinjiang focused on treating patients and saving lives, and adopted a targeted prevention &amp; control approach with differentiated, scientific measures.",Chinese Embassy in UK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
352,"#Lies vs. the truth - Part VIII Lie No 8: Xinjiang uses the coronavirus to wipe out Uygurs, with many tragic deaths. Fact check: Since COVID-19 outbreak, Xinjiang has taken effective measures &amp; contained the epidemic within a short period of time. There was not a single death.  ",Chinese Embassy in UK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
353,"The Australian Broadcasting Corporation once reported that Azmat Omar, a Chinese citizen living in Australia, claimed he had lost contact with his father, stepmother, three brothers &amp; two sisters in Xinjiang. The fact is all of his relatives in China are living a normal life.",Chinese Embassy in UK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
354,"Fact check: Xinjiang protects the freedom of travel of people of all ethnic groups, including the Uygurs, and their communication with overseas relatives in accordance with the law.",Chinese Embassy in UK,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
355,"#Lies vs. the truth - Part VII Lie No 7: Some overseas Uygur people have been claiming on overseas media &amp; social media platforms that ""their relatives or friends in Xinjiang cannot be contacted and have gone missing"".  ",Chinese Embassy in UK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,Allegations of “#genocide” in #Xinjiang are “lies of the century”.,Chinese Embassy in UK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,Check out what #Uyghurs in #Xinjiang have to say about Pompeo’s claims of “forced labor” and “forced sterilization”.,Chinese Embassy in UK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
